,customerid,churn_probability,Classification
681,7501-IWUNG,0.0,Non-risky
682,4957-TREIR,0.67,Risky
683,7251-LJBQN,0.65,Risky
684,8040-MNRTF,1.0,High-risky
685,1536-HBSWP,0.88,High-risky
686,5313-FPXWG,0.0,Non-risky
687,0067-DKWBL,1.0,High-risky
688,0946-FKYTX,0.21,Non-risky
689,5076-YVXCM,0.26,Non-risky
690,8262-COGGB,0.55,Risky
691,6663-JOCQO,0.01,Non-risky
692,9620-QJREV,0.0,Non-risky
693,2276-YDAVZ,1.0,High-risky
694,2682-KEVRP,0.0,Non-risky
695,2480-JZOSN,0.66,Risky
696,0078-XZMHT,0.0,Non-risky
697,5896-NPFWW,0.98,High-risky
698,9978-HYCIN,0.32,Non-risky
699,8338-QIUNR,0.0,Non-risky
700,1525-LNLOJ,0.0,Non-risky
701,9450-TRJUU,0.97,High-risky
702,1766-GKNMI,0.98,High-risky
703,6942-LBFDP,0.04,Non-risky
704,1456-TWCGB,0.88,High-risky
705,7133-VBDCG,0.97,High-risky
706,7596-ZYWBB,0.0,Non-risky
707,8329-UTMVM,0.2,Non-risky
708,3014-WJKSM,0.79,Risky
709,3347-YJZZE,0.65,Risky
710,1029-QFBEN,0.75,Risky
711,7929-DMBCV,0.58,Risky
712,9661-JALZV,0.0,Non-risky
713,5433-KYGHE,0.7,Risky
714,4312-KFRXN,0.0,Non-risky
715,5575-TPIZQ,0.64,Risky
716,0114-IGABW,0.0,Non-risky
717,9944-AEXBM,0.85,High-risky
718,1853-ARAAQ,0.16,Non-risky
719,6952-OMNWB,0.38,Non-risky
720,4697-LUPSU,0.03,Non-risky
721,8434-VGEQQ,0.0,Non-risky
722,4952-YSOGZ,1.0,High-risky
723,1589-AGTLK,1.0,High-risky
724,5244-IRFIH,0.96,High-risky
725,6549-YMFAW,0.15,Non-risky
726,4950-HKQTE,0.0,Non-risky
727,6786-OBWQR,1.0,High-risky
728,2684-EIWEO,0.95,High-risky
729,2753-JMMCV,0.03,Non-risky
730,6439-GTPCA,0.78,Risky
731,6621-YOBKI,0.01,Non-risky
732,1216-JWVUX,0.95,High-risky
733,7564-GHCVB,0.0,Non-risky
734,1173-NOEYG,0.93,High-risky
735,7595-EHCDL,0.51,Risky
736,6647-ZEDXT,0.41,Non-risky
737,2521-NPUZR,0.02,Non-risky
738,1307-TVUFB,0.21,Non-risky
739,7503-MIOGA,0.0,Non-risky
740,4381-MHQDC,0.04,Non-risky
741,6923-JHPMP,0.87,High-risky
742,5138-WVKYJ,0.98,High-risky
743,4018-PPNDW,0.0,Non-risky
744,1635-FJFCC,0.9,High-risky
745,2499-AJYUA,0.14,Non-risky
746,6919-ELBGL,0.0,Non-risky
747,3966-HRMZA,1.0,High-risky
748,6425-JWTDV,0.0,Non-risky
749,8405-IGQFX,0.19,Non-risky
750,8224-IVVPA,0.44,Non-risky
751,9477-LGWQI,0.0,Non-risky
752,1410-RSCMR,0.51,Risky
753,3115-CZMZD,0.08,Non-risky
754,0139-IVFJG,0.95,High-risky
755,6683-VLCTZ,0.94,High-risky
756,5730-DBDSI,0.0,Non-risky
757,0030-FNXPP,0.02,Non-risky
758,2189-WWOEW,1.0,High-risky
759,5684-FJVYR,0.0,Non-risky
760,4013-GUXND,0.44,Non-risky
761,1894-IGFSG,0.99,High-risky
762,7379-POKDZ,1.0,High-risky
763,1266-NZYUI,0.0,Non-risky
764,7969-FFOWG,0.0,Non-risky
765,4718-DHSMV,0.83,High-risky
766,5175-WLYXL,0.72,Risky
767,7817-OMJNA,0.02,Non-risky
768,8728-SKJLR,0.55,Risky
769,3137-NYQQI,0.01,Non-risky
770,7706-DZNKK,0.06,Non-risky
771,0236-HFWSV,1.0,High-risky
772,3900-AQPHZ,0.61,Risky
773,5842-POCOP,0.74,Risky
774,2037-XJFUP,0.66,Risky
775,8823-RLPWL,0.0,Non-risky
776,9505-SQFSW,0.75,Risky
777,7314-OXENN,1.0,High-risky
778,3758-CKOQL,0.14,Non-risky
779,0322-CHQRU,0.99,High-risky
780,5676-CFLYY,0.0,Non-risky
781,7521-AFHAB,0.61,Risky
782,0285-INHLN,0.5,Risky
783,4678-DVQEO,0.96,High-risky
784,5125-CNDSP,0.02,Non-risky
785,0691-IFBQW,0.7,Risky
786,4992-LTJNE,0.0,Non-risky
787,2202-OUTMO,0.13,Non-risky
788,0810-BDHAW,0.11,Non-risky
789,0229-LFJAF,0.0,Non-risky
790,7131-ZQZNK,0.0,Non-risky
791,3442-ZHHCC,0.17,Non-risky
792,5726-CVNYA,0.01,Non-risky
793,9871-ELEYA,0.03,Non-risky
794,4257-GAESD,0.96,High-risky
795,5173-WXOQV,0.79,Risky
796,2040-OBMLJ,0.33,Non-risky
797,6286-ZHAOK,0.02,Non-risky
798,3807-XHCJH,0.2,Non-risky
799,3009-JWMPU,0.9,High-risky
800,5671-RQRLP,0.07,Non-risky
801,1450-GALXR,0.98,High-risky
802,8859-AXJZP,0.0,Non-risky
803,3174-AKMAS,0.02,Non-risky
804,3138-BKYAV,1.0,High-risky
805,9926-PJHDQ,0.0,Non-risky
806,7382-DFJTU,0.68,Risky
807,2798-NYLMZ,0.14,Non-risky
808,4289-DTDKW,0.98,High-risky
809,1820-TQVEV,1.0,High-risky
810,2239-JALAW,0.95,High-risky
811,4853-RULSV,0.91,High-risky
812,8098-TDCBU,0.06,Non-risky
813,3551-GAEGL,0.06,Non-risky
814,4785-NKHCX,0.16,Non-risky
815,3196-NVXLZ,0.75,Risky
816,6275-YDUVO,1.0,High-risky
817,0036-IHMOT,0.18,Non-risky
818,0115-TFERT,0.7,Risky
819,4178-EGMON,0.0,Non-risky
820,4220-TINQT,0.64,Risky
821,5318-YKDPV,0.08,Non-risky
822,7975-TZMLR,0.71,Risky
823,0295-QVKPB,0.69,Risky
824,4335-BSMJS,0.0,Non-risky
825,2311-QYMUQ,1.0,High-risky
826,3643-AHCFP,1.0,High-risky
827,9146-JRIOX,0.06,Non-risky
828,3104-OWCGK,0.46,Non-risky
829,5337-IIWKZ,0.22,Non-risky
830,9101-BWFSS,0.87,High-risky
831,9650-VBUOG,0.02,Non-risky
832,3487-EARAT,0.04,Non-risky
833,2672-TGEFF,0.85,High-risky
834,9231-ZJYAM,1.0,High-risky
835,4250-WAROZ,0.3,Non-risky
836,8184-WMOFI,0.01,Non-risky
837,6982-SSHFK,0.98,High-risky
838,6092-QZVPP,0.18,Non-risky
839,4625-LAMOB,0.0,Non-risky
840,0727-BMPLR,0.68,Risky
841,0392-BZIUW,0.02,Non-risky
842,1038-ZAGBI,0.04,Non-risky
843,6549-NNDYT,0.25,Non-risky
844,3027-ZTDHO,1.0,High-risky
845,0422-OHQHQ,0.0,Non-risky
846,6916-HIJSE,0.05,Non-risky
847,2316-ESMLS,0.15,Non-risky
848,9778-OGKQZ,0.01,Non-risky
849,7408-OFWXJ,0.0,Non-risky
850,6007-TCTST,0.0,Non-risky
851,2252-NKNSI,0.06,Non-risky
852,8713-IGZSO,0.02,Non-risky
853,7905-TVXTA,0.87,High-risky
854,7695-PKLCZ,0.0,Non-risky
855,2382-BCKQJ,0.88,High-risky
856,8374-UULRV,0.18,Non-risky
857,2207-NHRJK,0.99,High-risky
858,3224-DFQNQ,0.04,Non-risky
859,5275-PMFUT,0.0,Non-risky
860,4795-UXVCJ,0.0,Non-risky
861,9777-IQHWP,0.02,Non-risky
862,0947-MUGVO,0.97,High-risky
863,9944-HKVVB,1.0,High-risky
864,4124-MMETB,0.85,High-risky
865,3671-SHRSP,0.99,High-risky
866,0979-MOZQI,0.05,Non-risky
867,2732-ISEZX,0.02,Non-risky
868,3313-QKNKB,0.8,High-risky
869,0323-XWWTN,0.0,Non-risky
870,1937-OTUKY,0.05,Non-risky
871,1573-LGXBA,0.25,Non-risky
872,1764-VUUMT,0.0,Non-risky
873,5073-WXOYN,0.62,Risky
874,4713-ZBURT,0.29,Non-risky
875,3050-GBUSH,0.99,High-risky
876,0207-MDKNV,0.98,High-risky
877,7876-AEHIG,0.06,Non-risky
878,7945-HLKEA,0.0,Non-risky
879,9342-VNIMQ,0.33,Non-risky
880,9851-KIELU,0.82,High-risky
881,3523-BRGUW,0.0,Non-risky
882,3908-BLSYF,1.0,High-risky
883,3199-NPKCN,0.09,Non-risky
884,5170-PTRKA,0.01,Non-risky
885,4661-NJEUX,0.97,High-risky
886,2123-AGEEN,1.0,High-risky
887,1258-YMZNM,0.51,Risky
888,0048-LUMLS,0.58,Risky
889,7549-MYGPK,0.56,Risky
890,5898-IGSLP,0.12,Non-risky
891,3804-RVTGV,0.92,High-risky
892,6259-WJQLC,0.84,High-risky
893,9227-LUNBG,0.99,High-risky
894,7997-EASSD,0.01,Non-risky
895,0730-KOAVE,0.83,High-risky
896,8975-SKGRX,0.11,Non-risky
897,0678-RLHVP,0.48,Non-risky
898,4315-MURBD,0.95,High-risky
899,2267-FPIMA,0.55,Risky
900,1051-GEJLJ,0.27,Non-risky
901,9734-YWGEX,1.0,High-risky
902,2719-BDAQO,0.99,High-risky
903,5285-MVEHD,0.79,Risky
904,0379-DJQHR,0.0,Non-risky
905,0781-LKXBR,1.0,High-risky
906,5543-QDCRY,0.9,High-risky
907,0297-RBCSG,0.18,Non-risky
908,4694-PHWFW,0.01,Non-risky
909,0835-JKADZ,0.06,Non-risky
910,1907-UBQFC,1.0,High-risky
911,7508-SMHXL,1.0,High-risky
912,3865-YIOTT,0.02,Non-risky
913,5993-BQHEA,0.02,Non-risky
914,6024-RUGGH,0.0,Non-risky
915,6513-EECDB,1.0,High-risky
916,3956-CJUST,0.87,High-risky
917,4079-WWQQQ,0.0,Non-risky
918,6103-BOCOU,0.92,High-risky
919,5149-TGWDZ,0.49,Non-risky
920,7471-WNSUF,0.0,Non-risky
921,8942-DBMHZ,0.0,Non-risky
922,4301-VVZKA,0.99,High-risky
923,9199-PWQVC,0.05,Non-risky
924,4824-GUCBY,0.41,Non-risky
925,5393-HJZSM,0.4,Non-risky
926,7074-IEVOJ,1.0,High-risky
927,9625-QSTYE,1.0,High-risky
928,0862-PRCBS,0.01,Non-risky
929,8812-ZRHFP,0.57,Risky
930,5146-CBVOE,0.99,High-risky
931,0454-OKRCT,0.09,Non-risky
932,5787-KXGIY,0.0,Non-risky
933,4750-ZRXIU,1.0,High-risky
934,4198-VFOEA,0.21,Non-risky
935,6630-UJZMY,1.0,High-risky
936,5709-LVOEQ,0.09,Non-risky
937,6400-BWQKW,0.98,High-risky
938,2692-AQCPF,0.25,Non-risky
939,0347-UBKUZ,0.03,Non-risky
940,0835-DUUIQ,0.0,Non-risky
941,0811-GSDTP,0.83,High-risky
942,7567-ECMCM,0.62,Risky
943,6115-ZTBFQ,0.0,Non-risky
944,6353-BRMMA,0.81,High-risky
945,6680-WKXRZ,1.0,High-risky
946,6231-WFGFH,0.1,Non-risky
947,9904-EHEVJ,0.74,Risky
948,7028-DVOIQ,1.0,High-risky
949,6169-PPETC,0.0,Non-risky
950,4208-UFFGW,1.0,High-risky
951,8584-KMVXD,0.99,High-risky
952,8467-WYNSR,0.27,Non-risky
953,0851-DFJKB,0.82,High-risky
954,5382-SOYZL,0.8,High-risky
955,9448-REEVD,0.81,High-risky
956,3261-CQXOL,0.0,Non-risky
957,8388-FYNPZ,0.31,Non-risky
958,4002-BQWPQ,0.45,Non-risky
959,5651-YLPRD,0.89,High-risky
960,2826-DXLQO,0.63,Risky
961,4378-BZYFP,0.01,Non-risky
962,9489-UTFKA,0.49,Non-risky
963,4849-PYRLQ,0.01,Non-risky
964,9117-SHLZX,0.96,High-risky
965,9889-TMAHG,0.98,High-risky
966,4541-RMRLG,0.38,Non-risky
967,7764-BDPEE,0.01,Non-risky
968,3429-IFLEM,0.0,Non-risky
969,3158-MOERK,1.0,High-risky
970,7294-TMAOP,1.0,High-risky
971,5002-GCQFH,0.23,Non-risky
972,0556-FJEGU,0.02,Non-risky
973,8919-FYFQZ,0.3,Non-risky
974,0604-THJFP,0.01,Non-risky
975,2834-JRTUA,0.29,Non-risky
976,5875-YPQFJ,1.0,High-risky
977,5879-SESNB,1.0,High-risky
978,6646-QVXLR,0.86,High-risky
979,6461-PPAXN,0.01,Non-risky
980,3318-ISQFQ,0.03,Non-risky
981,1106-HRLKZ,0.0,Non-risky
982,2483-XSSMZ,0.01,Non-risky
983,8603-IJWDN,1.0,High-risky
984,8165-ZJRNM,0.0,Non-risky
985,9369-XFEHK,0.9,High-risky
986,2604-XVDAM,0.27,Non-risky
987,3717-OFRTN,0.41,Non-risky
988,9046-JBFWA,0.0,Non-risky
989,3280-NMUVX,0.0,Non-risky
990,1206-EHBDD,0.01,Non-risky
991,8361-LBRDI,0.01,Non-risky
992,4883-KCPZJ,0.0,Non-risky
993,9108-EQPNQ,0.0,Non-risky
994,7277-KAMWT,0.0,Non-risky
995,3842-IYKUE,0.9,High-risky
996,6641-XRPSU,0.97,High-risky
997,1374-DMZUI,1.0,High-risky
998,2545-LXYVJ,0.0,Non-risky
999,3234-VKACU,0.81,High-risky
1000,8357-EQXFO,1.0,High-risky
1001,1989-PRJHP,0.97,High-risky
1002,8120-JDCAM,0.97,High-risky
1003,8917-FAEMR,0.0,Non-risky
1004,7047-YXDMZ,0.0,Non-risky
1005,2858-EIMXH,0.49,Non-risky
1006,9524-EGPJC,0.8,High-risky
1007,6993-OHLXR,0.99,High-risky
1008,8818-XYFCQ,0.9,High-risky
1009,6419-ZTTLE,0.0,Non-risky
1010,0929-HYQEW,0.89,High-risky
1011,6614-YOLAC,0.0,Non-risky
1012,7426-RHZGU,0.98,High-risky
1013,4065-JJAVA,0.85,High-risky
1014,4695-VADHF,0.85,High-risky
1015,3863-IUBJR,0.33,Non-risky
1016,7649-SIJJF,0.0,Non-risky
1017,9361-YNQWJ,0.0,Non-risky
1018,3748-FVMZZ,0.82,High-risky
1019,9391-TTOYH,0.0,Non-risky
1020,1452-XRSJV,0.46,Non-risky
1021,3422-WJOYD,0.01,Non-risky
1022,8242-SOQUO,1.0,High-risky
1023,7460-ITWWP,0.78,Risky
1024,7147-AYBAA,0.71,Risky
1025,7868-TMWMZ,0.02,Non-risky
1026,4822-RVYBB,1.0,High-risky
1027,6732-FZUGP,0.21,Non-risky
1028,8436-BJUMM,0.89,High-risky
1029,4184-TJFAN,0.69,Risky
1030,8329-GWVPJ,0.73,Risky
1031,1352-VHKAJ,0.44,Non-risky
1032,4145-UQXUQ,1.0,High-risky
1033,2632-TACXW,0.0,Non-risky
1034,8146-QQKZH,0.0,Non-risky
1035,1767-CJKBA,0.0,Non-risky
1036,6445-TNRXS,0.01,Non-risky
1037,4581-LNWUM,0.96,High-risky
1038,4869-EPIUS,0.53,Risky
1039,9948-YPTDG,0.92,High-risky
1040,1236-WFCDV,1.0,High-risky
1041,1915-OAKWD,0.04,Non-risky
1042,7296-PIXQY,1.0,High-risky
1043,4883-QICIH,0.95,High-risky
1044,3354-OADJP,0.17,Non-risky
1045,3524-WQDSG,0.89,High-risky
1046,0810-DHDBD,0.04,Non-risky
1047,4026-SKKHW,0.49,Non-risky
1048,2829-HYVZP,0.0,Non-risky
1049,8329-IBCTI,0.59,Risky
1050,1271-SJBGZ,0.9,High-risky
1051,3845-JHAMY,0.94,High-risky
1052,7013-PSXHK,0.27,Non-risky
1053,5669-SRAIP,1.0,High-risky
1054,5981-ITEMU,0.85,High-risky
1055,3486-NPGST,0.0,Non-risky
1056,6941-PMGEP,1.0,High-risky
1057,1624-WOIWJ,0.96,High-risky
1058,2074-GKOWZ,1.0,High-risky
1059,0376-YMCJC,0.99,High-risky
1060,6100-FJZDG,0.0,Non-risky
1061,4829-ZLJTK,0.01,Non-risky
1062,1730-VFMWO,0.31,Non-risky
1063,7143-BQIBA,0.6,Risky
1064,3800-LYTRK,0.14,Non-risky
1065,0634-SZPQA,0.84,High-risky
1066,9646-NMHXE,0.0,Non-risky
1067,7030-NJVDP,0.15,Non-risky
1068,5536-RTPWK,0.95,High-risky
1069,8883-GRDWQ,0.04,Non-risky
1070,6166-ILMNY,1.0,High-risky
1071,3097-NNSPB,1.0,High-risky
1072,7771-ZONAT,0.01,Non-risky
1073,0655-RBDUG,1.0,High-risky
1074,2111-DWYHN,0.52,Risky
1075,4194-WHFCB,0.39,Non-risky
1076,4121-AGSIN,0.0,Non-risky
1077,4361-BKAXE,0.9,High-risky
1078,9845-PEEKO,0.23,Non-risky
1079,0455-XFASS,1.0,High-risky
1080,0301-KOBTQ,0.0,Non-risky
1081,1751-NCDLI,0.99,High-risky
1082,4367-NUYAO,0.0,Non-risky
1083,9878-TNQGW,1.0,High-risky
1084,9170-ARBTB,0.0,Non-risky
1085,4441-NIHPT,1.0,High-risky
1086,8999-BOHSE,1.0,High-risky
1087,7241-AJHFS,0.3,Non-risky
1088,7029-RPUAV,0.89,High-risky
1089,4546-FOKWR,1.0,High-risky
1090,9036-CSKBW,0.78,Risky
1091,5832-TRLPB,0.19,Non-risky
1092,8590-YFFQO,0.0,Non-risky
1093,8659-IOOPU,0.01,Non-risky
1094,1338-CECEE,0.06,Non-risky
1095,7439-DKZTW,1.0,High-risky
1096,4646-QZXTF,0.68,Risky
1097,4607-CHPCA,0.87,High-risky
1098,9742-XOKTS,0.04,Non-risky
1099,6921-OZMFH,0.76,Risky
1100,9578-FOMUK,0.08,Non-risky
1101,4712-UYOOI,0.0,Non-risky
1102,8824-RWFXJ,0.88,High-risky
1103,7722-CVFXN,0.31,Non-risky
1104,8717-VCTXJ,0.0,Non-risky
1105,7363-QTBIW,1.0,High-risky
1106,4159-NAAIX,0.17,Non-risky
1107,0971-QIFJK,0.0,Non-risky
1108,9397-TZSHA,0.01,Non-risky
1109,3391-JSQEW,0.11,Non-risky
1110,0343-QLUZP,0.06,Non-risky
1111,9763-PDTKK,0.97,High-risky
1112,2176-LVPNX,0.03,Non-risky
1113,7627-JKIAZ,0.97,High-risky
1114,3312-UUMZW,0.89,High-risky
1115,1271-UODNO,0.11,Non-risky
1116,8461-EFQYM,0.06,Non-risky
1117,6900-RBKER,0.17,Non-risky
1118,6891-JPYFF,0.81,High-risky
1119,1459-QNFQT,0.0,Non-risky
1120,1047-NNCBF,0.9,High-risky
1121,3696-XRIEN,0.15,Non-risky
1122,4081-DYXAV,0.39,Non-risky
1123,0074-HDKDG,0.09,Non-risky
1124,8791-GFXLZ,0.58,Risky
1125,8111-SLLHI,0.9,High-risky
1126,0927-LCSMG,0.99,High-risky
1127,9330-DHBFL,0.02,Non-risky
1128,0098-BOWSO,0.01,Non-risky
1129,3452-ABWRL,0.8,High-risky
1130,5859-HZYLF,0.0,Non-risky
1131,8257-RZAHR,0.76,Risky
1132,5293-WXJAK,0.94,High-risky
1133,3156-QLHBO,0.19,Non-risky
1134,2208-NQBCT,0.79,Risky
1135,1779-PWPMG,0.0,Non-risky
1136,6621-NRZAK,0.0,Non-risky
1137,0831-JNISG,0.0,Non-risky
1138,0774-IFUVM,0.57,Risky
1139,3082-WQRVY,0.02,Non-risky
1140,9553-DLCLU,0.18,Non-risky
1141,1641-BYBTK,0.07,Non-risky
1142,2460-NGXBJ,0.99,High-risky
1143,2446-ZKVAF,0.27,Non-risky
1144,0841-NULXI,1.0,High-risky
1145,3522-CDKHF,0.95,High-risky
1146,1430-SFQSA,0.02,Non-risky
1147,0411-EZJZE,0.97,High-risky
1148,7851-WZEKY,1.0,High-risky
1149,8844-TONUD,0.9,High-risky
1150,8807-ARQET,0.29,Non-risky
1151,8992-CEUEN,0.14,Non-risky
1152,4320-QMLLA,0.67,Risky
1153,8777-PVYGU,0.03,Non-risky
1154,8292-ITGYJ,0.01,Non-risky
1155,6870-ZWMNX,0.0,Non-risky
1156,0621-CXBKL,0.0,Non-risky
1157,5268-DSMNQ,0.26,Non-risky
1158,5334-JLAXU,0.54,Risky
1159,4086-YQSNZ,1.0,High-risky
1160,6242-MBHPK,0.84,High-risky
1161,5868-CZJDR,0.91,High-risky
1162,9359-UGBTK,0.06,Non-risky
1163,0135-NMXAP,1.0,High-risky
1164,4782-OSFXZ,0.0,Non-risky
1165,6479-OAUSD,0.0,Non-risky
1166,7129-ACFOG,0.96,High-risky
1167,4189-NAKJS,0.09,Non-risky
1168,5562-BETPV,0.1,Non-risky
1169,1282-IHQAC,0.26,Non-risky
1170,9127-FHJBZ,0.0,Non-risky
1171,6270-OMFIW,0.48,Non-risky
1172,1641-RQDAY,0.88,High-risky
1173,0107-WESLM,0.71,Risky
1174,6994-ORCWG,0.26,Non-risky
1175,1346-UFHAX,0.97,High-risky
1176,3992-YWPKO,0.88,High-risky
1177,2933-XEUJM,0.04,Non-risky
1178,0125-LZQXK,0.97,High-risky
1179,5461-QKNTN,0.46,Non-risky
1180,4835-YSJMR,0.05,Non-risky
1181,8399-YNDCH,0.39,Non-risky
1182,3164-YAXFY,0.2,Non-risky
1183,0887-WBJVH,0.05,Non-risky
1184,4660-IRIBM,0.76,Risky
1185,5673-FSSMF,1.0,High-risky
1186,7670-ZBPOQ,0.0,Non-risky
1187,8089-UZWLX,0.2,Non-risky
1188,0080-OROZO,0.65,Risky
1189,3916-NRPAP,0.99,High-risky
1190,6807-SIWJI,0.44,Non-risky
1191,8221-HVAYI,0.01,Non-risky
1192,1579-KLYDT,1.0,High-risky
1193,5232-NXPAY,0.03,Non-risky
1194,8967-SZQAS,0.23,Non-risky
1195,4468-KAZHE,0.42,Non-risky
1196,0455-ENTCR,0.03,Non-risky
1197,8944-AILEF,0.13,Non-risky
1198,5542-NKVRU,0.0,Non-risky
1199,7126-RBHSD,0.98,High-risky
1200,5370-IIVVL,0.16,Non-risky
1201,6789-HJBWG,0.44,Non-risky
1202,3927-NLNRY,0.55,Risky
1203,9087-EYCPR,0.0,Non-risky
1204,6791-YBNAK,0.67,Risky
1205,6358-LYNGM,1.0,High-risky
1206,6077-BDPXA,1.0,High-risky
1207,0013-MHZWF,0.93,High-risky
1208,5494-HECPR,1.0,High-risky
1209,8268-YDIXR,0.25,Non-risky
1210,9824-BEMCV,0.99,High-risky
1211,1373-ORVIZ,0.98,High-risky
1212,4291-SHSBH,1.0,High-risky
1213,6980-IMXXE,0.0,Non-risky
1214,9866-QEVEE,0.97,High-risky
1215,9897-KXHCM,1.0,High-risky
1216,0040-HALCW,0.01,Non-risky
1217,0784-GTUUK,0.0,Non-risky
1218,7979-CORPM,0.96,High-risky
1219,2294-DMMUS,0.37,Non-risky
1220,0872-JCPIB,0.59,Risky
1221,3055-MJDSB,0.58,Risky
1222,9091-WTUUY,0.0,Non-risky
1223,1618-CFHME,1.0,High-risky
1224,3165-HDOEW,0.84,High-risky
1225,6581-NQCBA,0.9,High-risky
1226,7115-IRDHS,0.0,Non-risky
1227,8496-DMZUK,0.17,Non-risky
1228,2040-VZIKE,0.31,Non-risky
1229,9068-VPWQQ,0.0,Non-risky
1230,0178-SZBHO,0.8,High-risky
1231,0384-RVBPI,0.18,Non-risky
1232,1689-MRZQR,0.96,High-risky
1233,1299-AURJA,0.0,Non-risky
1234,4525-VZCZG,0.47,Non-risky
1235,1543-LLLFT,0.14,Non-risky
1236,5835-BEQEU,1.0,High-risky
1237,2788-CJQAQ,0.0,Non-risky
1238,5565-FILXA,0.99,High-risky
1239,0319-QZTCO,0.84,High-risky
1240,2120-SMPEX,0.0,Non-risky
1241,0096-FCPUF,0.15,Non-risky
1242,0668-OGMHD,0.69,Risky
1243,5552-ZNFSJ,1.0,High-risky
1244,2223-KAGMX,1.0,High-risky
1245,6507-ZJSUR,0.89,High-risky
1246,9408-HRXRK,0.76,Risky
1247,5593-SUAOO,0.34,Non-risky
1248,7321-PKUYW,1.0,High-risky
1249,2833-SLKDQ,0.97,High-risky
1250,6766-HFKLA,0.17,Non-risky
1251,7595-EUIVN,1.0,High-risky
1252,7617-EYGLW,0.51,Risky
1253,2026-TGDHM,1.0,High-risky
1254,9220-ZNKJI,0.04,Non-risky
1255,4030-VPZBD,0.95,High-risky
1256,2226-ICFDO,0.0,Non-risky
1257,0723-VSOBE,0.22,Non-risky
1258,5529-GIBVH,0.0,Non-risky
1259,4187-CINZD,0.39,Non-risky
1260,9992-UJOEL,0.96,High-risky
1261,4741-WWJQZ,0.82,High-risky
1262,6625-UTXEW,0.45,Non-risky
1263,6818-WOBHJ,0.34,Non-risky
1264,6244-BESBM,0.14,Non-risky
1265,1004-NOZNR,0.21,Non-risky
1266,1251-STYSZ,0.99,High-risky
1267,2612-PHGOX,0.0,Non-risky
1268,2408-TZMJL,0.99,High-risky
1269,8480-PPONV,0.01,Non-risky
1270,8780-IHCRN,0.0,Non-risky
1271,4598-ZADCK,0.07,Non-risky
1272,1257-SXUXQ,0.08,Non-risky
1273,9681-KYGYB,0.22,Non-risky
1274,7182-OVLBJ,0.04,Non-risky
1275,5095-ETBRJ,0.01,Non-risky
1276,7005-CYUIL,0.02,Non-risky
1277,4821-WQOYN,0.0,Non-risky
1278,4730-AWNAU,0.03,Non-risky
1279,3452-FLHYD,0.0,Non-risky
1280,2388-LAESQ,0.0,Non-risky
1281,9531-NSBMR,0.0,Non-risky
1282,6260-ONULR,0.95,High-risky
1283,4389-UEFCZ,0.02,Non-risky
1284,8711-LOBKY,0.0,Non-risky
1285,9134-CEQMF,1.0,High-risky
1286,8985-OOPOS,0.51,Risky
1287,8800-ZKRFW,0.76,Risky
1288,2616-FLVQC,0.0,Non-risky
1289,9968-FFVVH,0.01,Non-risky
1290,3108-PCCGG,0.0,Non-risky
1291,7993-PYKOF,0.99,High-risky
1292,8390-FESFV,0.01,Non-risky
1293,3022-BEXHZ,0.19,Non-risky
1294,5027-XWQHA,0.92,High-risky
1295,6248-TKCQV,0.05,Non-risky
1296,6729-GDNGC,0.64,Risky
1297,6198-ZFIOJ,1.0,High-risky
1298,5989-OMNJE,0.11,Non-risky
1299,4566-QVRRW,0.77,Risky
1300,1291-CUOCY,0.2,Non-risky
1301,9795-SHUHB,0.0,Non-risky
1302,3230-IUALN,0.01,Non-risky
1303,0042-RLHYP,0.0,Non-risky
1304,8519-IMDHU,0.99,High-risky
1305,4945-RVMTE,0.48,Non-risky
1306,0201-OAMXR,0.95,High-risky
1307,1866-NXPSP,0.1,Non-risky
1308,3372-KWFBM,1.0,High-risky
1309,7831-QGOXH,1.0,High-risky
1310,6393-WRYZE,0.99,High-risky
1311,3941-XTSKM,0.07,Non-risky
1312,1661-CZBAU,0.05,Non-risky
1313,6599-RCLCJ,0.95,High-risky
1314,9831-BPFRI,0.79,Risky
1315,5158-RIVOP,0.0,Non-risky
1316,9788-YTFGE,0.0,Non-risky
1317,9277-JOOMO,0.0,Non-risky
1318,1907-YLNYW,0.6,Risky
1319,1725-MIMXW,0.79,Risky
1320,8947-YRTDV,0.02,Non-risky
1321,3161-ONRWK,0.0,Non-risky
1322,0114-RSRRW,0.36,Non-risky
1323,4565-NLZBV,0.0,Non-risky
1324,0031-PVLZI,0.09,Non-risky
1325,7206-GZCDC,1.0,High-risky
1326,6682-VCIXC,0.02,Non-risky
1327,4791-QRGMF,0.54,Risky
1328,6475-VHUIZ,0.5,Risky
1329,3910-MRQOY,0.0,Non-risky
1330,0661-WCQNQ,0.04,Non-risky
1331,7537-RBWEA,0.97,High-risky
1332,4656-CAURT,0.0,Non-risky
1333,0121-SNYRK,0.01,Non-risky
1334,1768-ZAIFU,1.0,High-risky
1335,4671-LXRDQ,1.0,High-risky
1336,3733-LSYCE,0.99,High-risky
1337,6265-FRMTQ,0.0,Non-risky
1338,1934-SJVJK,1.0,High-risky
1339,3838-OZURD,0.99,High-risky
1340,1371-DWPAZ,0.05,Non-risky
1341,9269-CQOOL,0.82,High-risky
1342,2017-CCBLH,0.01,Non-risky
1343,7690-KPNCU,0.01,Non-risky
1344,0536-BGFMZ,0.0,Non-risky
1345,2293-IJWPS,0.63,Risky
